center16_conf_0_05,center16_conf_0_25,center32_conf_0_05,center32_conf_0_25,dataset,gt_h,gt_max_dim,gt_w,gt_xc,gt_yc,height,image,iou10_conf,iou30_conf,iou30_conf_0_05,iou30_conf_0_25,iou50_conf,iou50_conf_0_05,iou50_conf_0_25,lowconf_center16,lowconf_center32,lowconf_iou10,lowconf_iou30,lowconf_iou50,max_iou,max_iou_conf,model,near16_conf,near32_conf,num_preds_low_conf,one2one_s16_score_center,one2one_s16_score_global_max,one2one_s16_score_local_max3,one2one_s16_score_percentile3,one2one_s4_score_center,one2one_s4_score_global_max,one2one_s4_score_local_max3,one2one_s4_score_percentile3,one2one_s8_score_center,one2one_s8_score_global_max,one2one_s8_score_local_max3,one2one_s8_score_percentile3,session,width
True,False,True,False,fixed_exposure,6.588,6.588,6.2323200000000005,1864.4236799999999,1191.11472,2160,tools/yolo/workspace/runs/fixed_exposure_traditional_roi_3000_20260707/images/raw_fixed/fixed__20260707_141324_cam1_frame_000092.jpg,0.07053027302026749,0.07053027302026749,True,False,0.05427289009094238,True,False,True,True,True,True,True,0.5816951793158701,0.05427289009094238,p2_no_p5,0.07053027302026749,0.07053027302026749,17,4.320977353700073e-08,8.666104349686066e-07,4.462546954187019e-08,83.56481481481481,0.07053027302026749,0.07053027302026749,0.07053027302026749,100.0,3.488085908998073e-08,6.346414465951966e-06,6.937587926358901e-08,93.7307098765432,20260707_141324_cam1,3840
False,False,False,False,fixed_exposure,6.9768,6.9768,6.91584,1860.7104,1187.3736000000001,2160,tools/yolo/workspace/runs/fixed_exposure_traditional_roi_3000_20260707/images/raw_fixed/fixed__20260707_141324_cam1_frame_000093.jpg,0.02513163536787033,0.02513163536787033,False,False,0.02513163536787033,False,False,True,True,True,True,True,0.6653961612535724,0.02513163536787033,p2_no_p5,0.02513163536787033,0.02513163536787033,19,4.460002500650262e-08,6.487630912488385e-07,4.8417213349694066e-08,87.36496913580247,3.9451304445492497e-08,0.03229392692446709,0.02513163536787033,99.99879436728395,6.392056217663367e-09,1.3154679436411243e-05,5.512506717764154e-08,90.8227237654321,20260707_141324_cam1,3840
True,False,True,False,fixed_exposure,6.534,6.534,6.07104,1857.58464,1184.57424,2160,tools/yolo/workspace/runs/fixed_exposure_traditional_roi_3000_20260707/images/raw_fixed/fixed__20260707_141324_cam1_frame_000094.jpg,0.2402910590171814,0.2402910590171814,True,False,0.0,False,False,True,True,True,True,False,0.4311554959331541,0.2402910590171814,p2_no_p5,0.2402910590171814,0.2402910590171814,18,3.837026341102501e-08,5.522240940081247e-07,6.313903355703587e-08,95.06172839506173,6.388248584698886e-05,0.2402910590171814,0.2402910590171814,100.0,1.1590778115078137e-08,1.2640172826650087e-05,5.625918220175663e-08,91.10725308641975,20260707_141324_cam1,3840
True,True,True,True,fixed_exposure,6.50592,6.6432,6.6432,1854.432,1183.07736,2160,tools/yolo/workspace/runs/fixed_exposure_traditional_roi_3000_20260707/images/raw_fixed/fixed__20260707_141324_cam1_frame_000095.jpg,0.4194800555706024,0.4194800555706024,True,True,0.0,False,False,True,True,True,True,False,0.42408404546352535,0.4194800555706024,p2_no_p5,0.4194800555706024,0.4194800555706024,21,3.984028040804333e-08,1.4567939388143714e-06,7.110077859806552e-08,96.875,0.41948002576828003,0.41948002576828003,0.41948002576828003,100.0,1.4261416048100273e-08,1.0240566552965902e-05,7.737224905213225e-08,94.82542438271605,20260707_141324_cam1,3840
True,False,True,False,fixed_exposure,6.7608,6.7608,6.5472,1850.7648,1182.66912,2160,tools/yolo/workspace/runs/fixed_exposure_traditional_roi_3000_20260707/images/raw_fixed/fixed__20260707_141324_cam1_frame_000096.jpg,0.13535736501216888,0.13535736501216888,True,False,0.13535736501216888,True,False,True,True,True,True,True,0.7390227355659542,0.0028000082820653915,p2_no_p5,0.13535736501216888,0.13535736501216888,19,4.48348309589619e-08,4.854848043578386e-07,6.744460989693835e-08,96.19984567901234,0.13535736501216888,0.13535736501216888,0.13535736501216888,100.0,1.0469259237311235e-08,7.137182365113404e-06,6.374684602405978e-08,92.86265432098766,20260707_141324_cam1,3840
False,False,False,False,fixed_exposure,5.60952,5.60952,5.5910400000000005,1847.86176,1183.35816,2160,tools/yolo/workspace/runs/fixed_exposure_traditional_roi_3000_20260707/images/raw_fixed/fixed__20260707_141324_cam1_frame_000097.jpg,0.0,0.0,False,False,0.0,False,False,False,False,False,False,False,0.0,0.02246958762407303,p2_no_p5,0.0,0.0,17,4.217904248093873e-08,1.8059062085740152e-06,7.26878255363772e-08,97.24151234567901,3.451279098953819e-06,0.02246958762407303,0.0003181590582244098,99.95418595679013,1.9517859328743725e-08,4.455345333553851e-06,8.939340290226028e-08,96.15162037037037,20260707_141324_cam1,3840
True,False,True,False,fixed_exposure,6.34176,6.34176,6.07872,1844.13312,1185.48144,2160,tools/yolo/workspace/runs/fixed_exposure_traditional_roi_3000_20260707/images/raw_fixed/fixed__20260707_141324_cam1_frame_000098.jpg,0.05504121631383896,0.05504121631383896,True,False,0.05504121631383896,True,False,True,True,True,True,True,0.5016462383849772,0.05504121631383896,p2_no_p5,0.05504121631383896,0.05504121631383896,18,3.683773641682819e-08,1.1833809594463673e-06,6.761772652907894e-08,96.04552469135803,3.621893029048806e-06,0.05504121631383896,0.05504121631383896,100.0,2.7425391735391713e-08,1.2762183359882329e-05,1.13829223380435e-07,97.60320216049382,20260707_141324_cam1,3840
True,False,True,False,fixed_exposure,6.02208,6.02208,5.936640000000001,1840.92672,1188.0431999999998,2160,tools/yolo/workspace/runs/fixed_exposure_traditional_roi_3000_20260707/images/raw_fixed/fixed__20260707_141324_cam1_frame_000099.jpg,0.22840219736099243,0.22840219736099243,True,False,0.008675887249410152,False,False,True,True,True,True,True,0.5596241193488267,0.008675887249410152,p2_no_p5,0.22840219736099243,0.22840219736099243,20,3.36470549200385e-08,1.4489600062006502e-06,7.11181442625275e-08,96.70138888888889,0.019021060317754745,0.22840219736099243,0.22840219736099243,100.0,2.2284780243353453e-08,6.714587016176665e-06,5.4530147508558e-08,90.50925925925925,20260707_141324_cam1,3840
False,False,False,False,fixed_exposure,5.93352,5.93352,5.78688,1837.3708800000002,1192.32216,2160,tools/yolo/workspace/runs/fixed_exposure_traditional_roi_3000_20260707/images/raw_fixed/fixed__20260707_141324_cam1_frame_000100.jpg,0.008377418853342533,0.008377418853342533,False,False,0.0,False,False,True,True,True,True,False,0.30076477084919473,0.008377418853342533,p2_no_p5,0.008377418853342533,0.008377418853342533,18,2.9072316110045904e-08,1.6882978570720297e-06,5.4597695253733036e-08,91.70524691358025,5.1836163038387895e-05,0.01778893731534481,0.008377418853342533,99.99879436728395,6.935259477813815e-08,7.778871804475784e-06,6.935259477813815e-08,93.43653549382715,20260707_141324_cam1,3840
False,False,False,False,fixed_exposure,5.7888,5.7888,5.76384,1834.16832,1197.66168,2160,tools/yolo/workspace/runs/fixed_exposure_traditional_roi_3000_20260707/images/raw_fixed/fixed__20260707_141324_cam1_frame_000101.jpg,0.0,0.0,False,False,0.0,False,False,False,False,False,False,False,0.0,0.01933852769434452,p2_no_p5,0.0,0.0,19,3.900581191373931e-08,1.0760667237263988e-06,6.602994773174942e-08,95.7368827160494,3.839138855710189e-07,0.01933852769434452,1.975990744540468e-05,99.51171875,5.972002981025071e-08,4.266966698196484e-06,9.885591367719826e-08,96.93287037037037,20260707_141324_cam1,3840
False,False,False,False,fixed_exposure,6.276960000000001,6.40512,6.40512,1827.27936,1211.07312,2160,tools/yolo/workspace/runs/fixed_exposure_traditional_roi_3000_20260707/images/raw_fixed/fixed__20260707_141324_cam1_frame_000103.jpg,0.0,0.0,False,False,0.0,False,False,False,False,False,False,False,0.0,0.03334713727235794,p2_no_p5,0.0,0.0,20,3.723658181797873e-08,1.7102005358538008e-06,5.946349546093188e-08,93.88503086419753,7.094877929603172e-08,0.03334713727235794,5.991214493406005e-06,97.9636863425926,6.817379727408479e-08,1.209692800330231e-05,1.1200368277286543e-07,97.4729938271605,20260707_141324_cam1,3840
False,False,False,False,fixed_exposure,6.2553600000000005,6.2553600000000005,5.7561599999999995,1816.96128,1240.49232,2160,tools/yolo/workspace/runs/fixed_exposure_traditional_roi_3000_20260707/images/raw_fixed/fixed__20260707_141324_cam1_frame_000106.jpg,0.0,0.0,False,False,0.0,False,False,False,False,False,False,False,0.0,0.034442126750946045,p2_no_p5,0.0,0.0,12,1.1774743846615365e-08,1.101929456126527e-06,4.131969788545575e-08,80.0925925925926,4.407304004416801e-06,0.034442126750946045,1.0412290976091754e-05,99.03911072530865,5.528417190703294e-08,1.1830495168396737e-05,1.1452501524900072e-07,97.53086419753086,20260707_141324_cam1,3840
